Paradigm,Model,Percent_Corr
P_NOUN_9_ADJ_b,m650_init528,0.990416667
P_NOUN_6_ADJ_a,m650_init528,0.983833333
P_NOUN_5_ADJ_c,m650_init528,0.995916667
P_NOUN_10_ADJ_a,m650_init528,0.993
P_NOUN_10_ADJ_c,m650_init528,0.983333333
P_NOUN_3_ADJ_a,m650_init528,0.991166667
P_NOUN_4_ADJ_d,m650_init528,0.991166667
P_NOUN_1_ADJ_a,m650_init528,0.974
P_NOUN_6_ADJ_c,m650_init528,0.99825
P_NOUN_10_ADJ_b,m650_init528,0.961583333
P_NOUN_1_ADJ_b,m650_init528,0.973666667
P_NOUN_5_ADJ_a,m650_init528,0.976166667
P_NOUN_8_ADJ_c,m650_init528,0.959083333
P_NOUN_5_ADJ_b,m650_init528,0.980666667
P_NOUN_8_ADJ_b,m650_init528,0.925416667
P_NOUN_2_ADJ_c,m650_init528,0.96
P_NOUN_2_ADJ_a,m650_init528,0.981666667
P_NOUN_6_ADJ_b,m650_init528,0.982916667
P_NOUN_3_ADJ_b,m650_init528,0.988416667
P_NOUN_4_ADJ_b,m650_init528,0.961333333
P_NOUN_2_ADJ_b,m650_init528,0.998166667
P_NOUN_8_ADJ_a,m650_init528,0.996416667
P_NOUN_7_ADJ_a,m650_init528,0.99125
P_NOUN_4_ADJ_c,m650_init528,0.990583333
P_NOUN_9_ADJ_a,m650_init528,0.966083333
P_NOUN_4_ADJ_a,m650_init528,0.989666667
P_NOUN_11_ADJ_b,m650_init528,0.961833333
P_NOUN_11_ADJ_a,m650_init528,0.945916667
P_NOUN_7_ADJ_c,m650_init528,0.994916667
P_NOUN_7_ADJ_b,m650_init528,0.989583333
P_NOUN_9_ADJ_b,m650_init528,0.990416667
P_NOUN_6_ADJ_a,m650_init528,0.983833333
P_NOUN_5_ADJ_c,m650_init528,0.995916667
P_NOUN_10_ADJ_a,m650_init528,0.993
P_NOUN_10_ADJ_c,m650_init528,0.983333333
P_NOUN_3_ADJ_a,m650_init528,0.991166667
P_NOUN_4_ADJ_d,m650_init528,0.991166667
P_NOUN_1_ADJ_a,m650_init528,0.974
P_NOUN_6_ADJ_c,m650_init528,0.99825
P_NOUN_10_ADJ_b,m650_init528,0.961583333
P_NOUN_1_ADJ_b,m650_init528,0.973666667
P_NOUN_5_ADJ_a,m650_init528,0.976166667
P_NOUN_8_ADJ_c,m650_init528,0.959083333
P_NOUN_5_ADJ_b,m650_init528,0.980666667
P_NOUN_8_ADJ_b,m650_init528,0.925416667
P_NOUN_2_ADJ_c,m650_init528,0.96
P_NOUN_2_ADJ_a,m650_init528,0.981666667
P_NOUN_6_ADJ_b,m650_init528,0.982916667
P_NOUN_3_ADJ_b,m650_init528,0.988416667
P_NOUN_4_ADJ_b,m650_init528,0.961333333
P_NOUN_2_ADJ_b,m650_init528,0.998166667
P_NOUN_8_ADJ_a,m650_init528,0.996416667
P_NOUN_7_ADJ_a,m650_init528,0.99125
P_NOUN_4_ADJ_c,m650_init528,0.990583333
P_NOUN_9_ADJ_a,m650_init528,0.966083333
P_NOUN_4_ADJ_a,m650_init528,0.989666667
P_NOUN_11_ADJ_b,m650_init528,0.961833333
P_NOUN_11_ADJ_a,m650_init528,0.945916667
P_NOUN_7_ADJ_c,m650_init528,0.994916667
P_NOUN_7_ADJ_b,m650_init528,0.989583333
P_NOUN_9_ADJ_b,m650_init220,0.99425
P_NOUN_6_ADJ_a,m650_init220,0.9985
P_NOUN_5_ADJ_c,m650_init220,0.99975
P_NOUN_10_ADJ_a,m650_init220,0.984416667
P_NOUN_10_ADJ_c,m650_init220,0.99
P_NOUN_3_ADJ_a,m650_init220,0.99725
P_NOUN_4_ADJ_d,m650_init220,0.991916667
P_NOUN_1_ADJ_a,m650_init220,0.995583333
P_NOUN_6_ADJ_c,m650_init220,0.999833333
P_NOUN_10_ADJ_b,m650_init220,0.998333333
P_NOUN_1_ADJ_b,m650_init220,0.9935
P_NOUN_5_ADJ_a,m650_init220,0.989416667
P_NOUN_8_ADJ_c,m650_init220,0.985333333
P_NOUN_5_ADJ_b,m650_init220,0.999666667
P_NOUN_8_ADJ_b,m650_init220,0.98125
P_NOUN_2_ADJ_c,m650_init220,0.975583333
P_NOUN_2_ADJ_a,m650_init220,0.99975
P_NOUN_6_ADJ_b,m650_init220,0.9535
P_NOUN_3_ADJ_b,m650_init220,0.998916667
P_NOUN_4_ADJ_b,m650_init220,1
P_NOUN_2_ADJ_b,m650_init220,0.96025
P_NOUN_8_ADJ_a,m650_init220,0.99925
P_NOUN_7_ADJ_a,m650_init220,0.995166667
P_NOUN_4_ADJ_c,m650_init220,0.999333333
P_NOUN_9_ADJ_a,m650_init220,1
P_NOUN_4_ADJ_a,m650_init220,0.997416667
P_NOUN_11_ADJ_b,m650_init220,1
P_NOUN_11_ADJ_a,m650_init220,0.971583333
P_NOUN_7_ADJ_c,m650_init220,0.99825
P_NOUN_7_ADJ_b,m650_init220,0.9955
P_NOUN_9_ADJ_b,m650_init704,0.9995
P_NOUN_6_ADJ_a,m650_init704,0.999916667
P_NOUN_5_ADJ_c,m650_init704,0.999333333
P_NOUN_10_ADJ_a,m650_init704,0.996166667
P_NOUN_10_ADJ_c,m650_init704,0.96375
P_NOUN_3_ADJ_a,m650_init704,0.99875
P_NOUN_4_ADJ_d,m650_init704,0.992083333
P_NOUN_1_ADJ_a,m650_init704,0.978833333
P_NOUN_6_ADJ_c,m650_init704,0.999833333
P_NOUN_10_ADJ_b,m650_init704,0.9945
P_NOUN_1_ADJ_b,m650_init704,0.969333333
P_NOUN_5_ADJ_a,m650_init704,0.997583333
P_NOUN_8_ADJ_c,m650_init704,0.969083333
P_NOUN_5_ADJ_b,m650_init704,0.999916667
P_NOUN_8_ADJ_b,m650_init704,0.991666667
P_NOUN_2_ADJ_c,m650_init704,0.99375
P_NOUN_2_ADJ_a,m650_init704,0.997083333
P_NOUN_6_ADJ_b,m650_init704,0.99875
P_NOUN_3_ADJ_b,m650_init704,0.998666667
P_NOUN_4_ADJ_b,m650_init704,0.994333333
P_NOUN_2_ADJ_b,m650_init704,0.984833333
P_NOUN_8_ADJ_a,m650_init704,1
P_NOUN_7_ADJ_a,m650_init704,0.99975
P_NOUN_4_ADJ_c,m650_init704,0.9885
P_NOUN_9_ADJ_a,m650_init704,0.99825
P_NOUN_4_ADJ_a,m650_init704,0.998416667
P_NOUN_11_ADJ_b,m650_init704,0.987166667
P_NOUN_11_ADJ_a,m650_init704,0.960166667
P_NOUN_7_ADJ_c,m650_init704,0.99875
P_NOUN_7_ADJ_b,m650_init704,0.972333333
P_NOUN_9_ADJ_b,m650_init73,0.999666667
P_NOUN_6_ADJ_a,m650_init73,0.999583333
P_NOUN_5_ADJ_c,m650_init73,0.996916667
P_NOUN_10_ADJ_a,m650_init73,1
P_NOUN_10_ADJ_c,m650_init73,0.9975
P_NOUN_3_ADJ_a,m650_init73,0.999916667
P_NOUN_4_ADJ_d,m650_init73,0.99825
P_NOUN_1_ADJ_a,m650_init73,0.994916667
P_NOUN_6_ADJ_c,m650_init73,0.9945
P_NOUN_10_ADJ_b,m650_init73,1
P_NOUN_1_ADJ_b,m650_init73,0.997666667
P_NOUN_5_ADJ_a,m650_init73,0.999083333
P_NOUN_8_ADJ_c,m650_init73,0.999833333
P_NOUN_5_ADJ_b,m650_init73,0.996583333
P_NOUN_8_ADJ_b,m650_init73,1
P_NOUN_2_ADJ_c,m650_init73,0.998
P_NOUN_2_ADJ_a,m650_init73,0.99525
P_NOUN_6_ADJ_b,m650_init73,0.995083333
P_NOUN_3_ADJ_b,m650_init73,0.995416667
P_NOUN_4_ADJ_b,m650_init73,0.999666667
P_NOUN_2_ADJ_b,m650_init73,0.984083333
P_NOUN_8_ADJ_a,m650_init73,0.996833333
P_NOUN_7_ADJ_a,m650_init73,1
P_NOUN_4_ADJ_c,m650_init73,0.998416667
P_NOUN_9_ADJ_a,m650_init73,1
P_NOUN_4_ADJ_a,m650_init73,0.99875
P_NOUN_11_ADJ_b,m650_init73,1
P_NOUN_11_ADJ_a,m650_init73,1
P_NOUN_7_ADJ_c,m650_init73,0.999416667
P_NOUN_7_ADJ_b,m650_init73,0.9985
P_NOUN_9_ADJ_b,m650_init2483,0.998
P_NOUN_6_ADJ_a,m650_init2483,0.969833333
P_NOUN_5_ADJ_c,m650_init2483,0.986833333
P_NOUN_10_ADJ_a,m650_init2483,0.995
P_NOUN_10_ADJ_c,m650_init2483,0.999916667
P_NOUN_3_ADJ_a,m650_init2483,0.998666667
P_NOUN_4_ADJ_d,m650_init2483,0.997
P_NOUN_1_ADJ_a,m650_init2483,0.958083333
P_NOUN_6_ADJ_c,m650_init2483,0.995666667
P_NOUN_10_ADJ_b,m650_init2483,0.9725
P_NOUN_1_ADJ_b,m650_init2483,0.95575
P_NOUN_5_ADJ_a,m650_init2483,0.962833333
P_NOUN_8_ADJ_c,m650_init2483,0.99775
P_NOUN_5_ADJ_b,m650_init2483,0.999666667
P_NOUN_8_ADJ_b,m650_init2483,0.945083333
P_NOUN_2_ADJ_c,m650_init2483,0.97775
P_NOUN_2_ADJ_a,m650_init2483,0.97775
P_NOUN_6_ADJ_b,m650_init2483,0.923083333
P_NOUN_3_ADJ_b,m650_init2483,0.99125
P_NOUN_4_ADJ_b,m650_init2483,0.989166667
P_NOUN_2_ADJ_b,m650_init2483,0.965833333
P_NOUN_8_ADJ_a,m650_init2483,0.993166667
P_NOUN_7_ADJ_a,m650_init2483,0.959
P_NOUN_4_ADJ_c,m650_init2483,0.9755
P_NOUN_9_ADJ_a,m650_init2483,0.9715
P_NOUN_4_ADJ_a,m650_init2483,0.99875
P_NOUN_11_ADJ_b,m650_init2483,0.9995
P_NOUN_11_ADJ_a,m650_init2483,0.99975
P_NOUN_7_ADJ_c,m650_init2483,0.995916667
P_NOUN_7_ADJ_b,m650_init2483,0.99475